rk,player,squad,nation,pos,primary_pos,age,ninetys,tag
3137,Joaquín Lavega,Fluminense,URU,DF,DF,20,0.1,zagueiro_classico
3138,Lelê,Ceará,BRA,FW,FW,27,1.2,centroavante_goleador
3139,Mauricio Lemos,Vasco da Gama,URU,DF,DF,29,1.0,zagueiro_classico
3140,Rubén Lezcano,Fluminense,PAR,MF,MF,21,0.5,meia_criativo
3141,Lima,Fluminense,BRA,MF,MF,29,4.6,meia_criativo
3142,Lucas Lima,Ceará,BRA,MF,MF,25,0.4,volante_defensivo
3143,Lucas Lima,Sport Recife,BRA,"MF,FW",MF,35,9.7,volante_defensivo
3144,Kauan Lindes,Botafogo (RJ),BRA,MF,MF,21,0.3,meia_criativo
3145,Lenny Lobato,Sport Recife,BRA,FW,FW,24,2.7,centroavante_goleador
3146,David Loiola,Botafogo (RJ),BRA,DF,DF,22,5.5,zagueiro_classico
3147,José López,Palmeiras,ARG,FW,FW,24,6.0,centroavante_goleador
3148,Renzo López,Vitória,URU,FW,FW,31,0.6,centroavante_goleador
3149,Lourenço,Ceará,BRA,MF,MF,27,3.6,volante_defensivo
3150,Lucão,RB Bragantino,BRA,GK,GK,24,2.0,goleiro_reserva
3151,Ayrton Lucas,Flamengo,BRA,DF,DF,28,2.9,zagueiro_classico
3152,Jean Lucas,Bahia,BRA,MF,MF,27,9.6,volante_defensivo
3153,João Lucas,Grêmio,BRA,DF,DF,27,0.5,zagueiro_classico
3154,Zé Lucas,Sport Recife,BRA,MF,MF,17,5.7,volante_defensivo
3155,Luciano,São Paulo,BRA,"MF,FW",MF,32,9.3,meia_criativo
3156,Luighi,Palmeiras,BRA,"FW,DF",FW,19,0.6,segundo_atacante
3157,Victor Luis,Vasco da Gama,BRA,DF,DF,32,1.0,zagueiro_classico
3158,Luisão,Santos,BRA,DF,DF,21,1.9,zagueiro_classico
3159,David Luiz,Fortaleza,BRA,DF,DF,38,4.4,zagueiro_classico
3160,Guilherme Luiz,Ceará,BRA,FW,FW,20,1.5,segundo_atacante
3161,Lyanco,Atlético Mineiro,BRA,DF,DF,28,9.0,zagueiro_classico
3162,Everton Maceió,Mirassol,BRA,"FW,MF",FW,22,1.5,segundo_atacante
3163,Willian Machado,Ceará,BRA,DF,DF,28,12.8,zagueiro_classico
3164,Talles Magno,Corinthians,BRA,"FW,MF",FW,23,5.6,ponta_dribllador
3165,Magrão,Fortaleza,BRA,GK,GK,25,1.0,goleiro_reserva
3166,Gustavo Maia,Sport Recife,BRA,FW,FW,24,0.2,segundo_atacante
3167,Pablo Maia,São Paulo,BRA,MF,MF,23,3.7,volante_defensivo
3168,Thiago Maia,Internacional,BRA,MF,MF,28,6.3,meia_criativo
3169,Léo Mana,Corinthians,BRA,DF,DF,21,2.0,zagueiro_classico
3170,Gustavo Mancha,Fortaleza,BRA,DF,DF,20,9.4,zagueiro_classico
3171,Eros Mancuso,Fortaleza,ARG,"DF,FW",DF,26,6.9,zagueiro_classico
3172,Luis Mandaca,Juventude,BRA,"MF,FW",MF,23,8.8,volante_defensivo
3173,Elias Manoel,Botafogo (RJ),BRA,"MF,FW",MF,23,0.3,volante_defensivo
3174,Fernando Marçal,Botafogo (RJ),BRA,DF,DF,36,0.3,zagueiro_classico
3175,Marcão,Juventude,BRA,GK,GK,33,5.5,goleiro_reserva
3176,João Marcelo,Atlético Mineiro,BRA,FW,FW,20,0.6,centroavante_goleador
3177,Zé Marcos,Vitória,BRA,DF,DF,27,10.5,zagueiro_classico
3178,Marinho,Fortaleza,BRA,FW,FW,35,5.4,segundo_atacante
3179,Marlon,Cruzeiro,BRA,DF,DF,28,0.1,zagueiro_classico
3180,Marlon,Grêmio,BRA,DF,DF,28,9.0,zagueiro_classico
3181,Lucca Marques,São Paulo,BRA,"FW,MF",FW,18,1.3,centroavante_goleador
3182,Marquinhos,Cruzeiro,BRA,"FW,MF",FW,22,1.7,segundo_atacante
3183,Juan Martín Lucero,Fortaleza,ARG,FW,FW,33,9.3,segundo_atacante
3184,Martinelli,Fluminense,BRA,MF,MF,24,11.3,box_to_box
3185,Alejandro Martínez,Ceará,ARG,FW,FW,28,0.5,segundo_atacante
3186,Emiliano Martínez,Palmeiras,URU,MF,MF,25,6.7,volante_defensivo
3187,Adriano Martins,Juventude,BRA,DF,DF,28,4.0,zagueiro_classico
3188,Andre Martins,Grêmio,BRA,FW,FW,23,1.5,centroavante_goleador
3189,Matheus Martins,Botafogo (RJ),BRA,"FW,MF",FW,22,3.1,ponta_dribllador
3190,Gustavo Martins Santos,Grêmio,BRA,DF,DF,22,3.7,zagueiro_classico
3191,Gonzalo Mastriani,Botafogo (RJ),URU,FW,FW,32,2.8,centroavante_goleador
3192,Matheusinho,Vitória,BRA,"MF,FW",MF,27,10.1,box_to_box
3193,Matheuzinho,Corinthians,BRA,DF,DF,24,10.9,zagueiro_construtor
3194,Ricardo Mathias,Internacional,BRA,FW,FW,18,1.9,centroavante_goleador
3195,Guillermo Matías Fernández,Fortaleza,ARG,MF,MF,33,3.2,meia_criativo
3196,Mauricio,Palmeiras,BRA,"MF,FW",MF,24,3.2,meia_criativo
3197,Maycon,Corinthians,BRA,MF,MF,28,6.0,volante_defensivo
3198,Mayke,Palmeiras,BRA,DF,DF,32,2.3,zagueiro_classico
3199,Luca Meirelles,Santos,BRA,"MF,FW",MF,18,0.2,volante_defensivo
3200,Memphis,Corinthians,NED,FW,FW,31,8.5,segundo_atacante
3201,Nathan Mendes,RB Bragantino,BRA,DF,DF,22,1.3,zagueiro_classico
3202,Vinicius Mendonça,RB Bragantino,BRA,FW,FW,21,8.3,ponta_dribllador
3203,Jean Meneses,Vasco da Gama,CHI,FW,FW,32,0.0,centroavante_goleador
3204,Gabriel Menino,Atlético Mineiro,BRA,MF,MF,24,4.6,meia_criativo
3205,Micael,Palmeiras,BRA,DF,DF,24,6.0,zagueiro_classico
3206,Michael,Flamengo,BRA,FW,FW,29,4.9,segundo_atacante
3207,Fernando Miguel,Ceará,BRA,GK,GK,40,7.3,goleiro_reserva
3208,Moises,Fortaleza,BRA,"FW,MF",FW,28,1.6,segundo_atacante
3209,Miguel Monsalve,Grêmio,COL,"FW,MF",FW,21,3.3,segundo_atacante
3210,Álvaro Montoro,Botafogo (RJ),ARG,FW,FW,18,1.7,centroavante_goleador
3211,Aníbal Moreno,Palmeiras,ARG,MF,MF,26,4.9,volante_defensivo
3212,Henry Mosquera,RB Bragantino,COL,FW,FW,23,4.6,ponta_dribllador
3213,Gustavo Mosquito,Vitória,BRA,"FW,MF",FW,27,5.3,segundo_atacante
3214,Hugo Moura,Vasco da Gama,BRA,MF,MF,27,11.5,volante_defensivo
3215,Lucas Moura,São Paulo,BRA,FW,FW,32,0.3,centroavante_goleador
3216,Neto Moura,Mirassol,BRA,MF,MF,28,8.6,volante_defensivo
3217,Lucas Mugni,Ceará,ARG,MF,MF,33,9.3,meia_criativo
3218,Alex Muralha,Mirassol,BRA,GK,GK,35,6.0,goleiro_reserva
3219,Nata,Juventude,BRA,MF,MF,24,0.3,volante_defensivo
3220,Natanael,Atlético Mineiro,BRA,DF,DF,23,10.9,zagueiro_classico
3221,Nathan,Internacional,BRA,DF,DF,23,1.0,zagueiro_classico
3222,Nathan,Grêmio,BRA,"MF,FW",MF,29,1.0,volante_defensivo
3223,Kaiky Naves,Palmeiras,BRA,DF,DF,23,0.2,zagueiro_classico
3224,Negueba,Mirassol,BRA,FW,FW,25,5.3,ponta_dribllador
3225,Nenê,Juventude,BRA,"MF,FW",MF,44,2.3,meia_criativo
3226,Neris,Vitória,BRA,DF,DF,33,1.5,zagueiro_classico
3227,Rodrigo Nestor,Bahia,BRA,MF,MF,24,2.8,meia_criativo
3228,José Vitor Silva Neves,Mirassol,BRA,FW,FW,25,0.3,centroavante_goleador
3229,Newton,Botafogo (RJ),BRA,MF,MF,25,1.3,volante_defensivo
3230,Neymar,Santos,BRA,"FW,MF",FW,33,4.0,centroavante_goleador
3231,Nicolas,Ceará,BRA,DF,DF,28,2.1,zagueiro_classico
3232,Nonato,Fluminense,BRA,MF,MF,27,4.4,volante_defensivo
3233,Sérgio Oliveira,Sport Recife,POR,MF,MF,33,6.7,volante_defensivo
3234,Cauly Oliveira Souza,Bahia,BRA,"FW,MF",FW,29,5.7,segundo_atacante
3235,Cristian Olivera,Grêmio,URU,FW,FW,23,7.5,centroavante_goleador
3236,Christian Ortiz,Sport Recife,ARG,MF,MF,32,2.0,meia_criativo
3237,Leo Ortiz,Flamengo,BRA,DF,DF,29,11.5,zagueiro_construtor
3238,Oscar,São Paulo,BRA,"FW,MF",FW,33,3.8,segundo_atacante
3239,Osvaldo,Vitória,BRA,"FW,MF",FW,38,3.6,segundo_atacante
3240,Luis Otávio,Internacional,BRA,"MF,FW",MF,18,0.9,volante_defensivo
3241,João Othavio Basso,Santos,BRA,DF,DF,28,3.8,zagueiro_classico
3242,Pablo,Sport Recife,BRA,FW,FW,33,5.9,centroavante_goleador
3243,Ruan Pablo,Bahia,BRA,FW,FW,16,0.1,centroavante_goleador
3244,Bruno Pacheco,Fortaleza,BRA,DF,DF,33,3.0,zagueiro_classico
3245,Gonçalo Paciência,Sport Recife,POR,FW,FW,30,1.4,centroavante_goleador
3246,Brahian Palacios,Atlético Mineiro,COL,MF,MF,22,0.1,volante_defensivo
3247,Sergio Palacios,RB Bragantino,COL,DF,DF,20,0.3,zagueiro_classico
3248,Kaio Pantaleão,Botafogo (RJ),BRA,DF,DF,29,2.0,zagueiro_classico
3249,Alan Patrick,Internacional,BRA,"MF,FW",MF,34,8.1,meia_criativo
3250,Jair Paula,Botafogo (RJ),BRA,DF,DF,20,11.0,zagueiro_classico
3251,Patrick de Paula,Botafogo (RJ),BRA,MF,MF,25,3.2,volante_defensivo
3252,Paulinho,Vasco da Gama,BRA,"MF,FW",MF,28,2.3,volante_defensivo
3253,Paulinho,Palmeiras,BRA,"MF,FW",MF,25,2.5,meia_criativo
3254,Caio Paulista,Atlético Mineiro,BRA,DF,DF,27,2.3,zagueiro_classico
3255,Marcos Paulo,Juventude,BRA,DF,DF,22,6.5,zagueiro_classico
3256,Cristian Pavón,Grêmio,ARG,FW,FW,29,4.1,segundo_atacante
3257,Dimitri Payet,Vasco da Gama,FRA,MF,MF,38,2.1,meia_criativo
3258,Pedro,Flamengo,BRA,FW,FW,28,3.4,centroavante_goleador
3259,João Pedro Chermont,Santos,BRA,DF,DF,19,2.8,zagueiro_classico
3260,João Pedro,Corinthians,BRA,DF,DF,21,1.6,zagueiro_classico
3261,João Pedro,Grêmio,BRA,DF,DF,28,4.2,zagueiro_classico
3262,João Pedro Pepê,Vitória,BRA,MF,MF,27,2.1,volante_defensivo
3263,Peixoto,Juventude,BRA,"MF,FW",MF,28,0.4,volante_defensivo
3264,Léo Pereira,Flamengo,BRA,DF,DF,29,11.5,zagueiro_classico
3265,Matheus Pereira,Cruzeiro,BRA,MF,MF,29,10.5,meia_criativo
3266,Luan Peres Petroni,Santos,BRA,DF,DF,31,7.0,zagueiro_classico
3267,Pernambuco,Juventude,BRA,"FW,MF",FW,27,0.6,segundo_atacante
3268,Petterson,Juventude,BRA,MF,MF,21,0.9,volante_defensivo
3269,Yago Pikachu,Fortaleza,BRA,"FW,DF",FW,33,8.6,centroavante_goleador
3270,Joaquín Piquerez,Palmeiras,URU,DF,DF,26,11.5,zagueiro_construtor
3271,Rafael Pires,São Paulo,BRA,GK,GK,36,15.0,goleiro_titular
3272,Lucas Piton,Vasco da Gama,BRA,DF,DF,24,13.0,lateral_ofensivo
3273,Isidro Pitta,RB Bragantino,PAR,FW,FW,25,3.5,centroavante_goleador
3274,Diego Pituca,Santos,BRA,MF,MF,32,4.4,meia_criativo
3275,Gonzalo Plata,Flamengo,ECU,FW,FW,24,4.4,centroavante_goleador
3276,Tomas Pochettino,Fortaleza,ARG,"MF,FW",MF,29,6.1,box_to_box
3277,Mateo Ponte,Botafogo (RJ),URU,DF,DF,22,1.4,zagueiro_classico
3278,Gustavo Prado,Internacional,BRA,"FW,MF",FW,20,2.9,centroavante_goleador
3279,Kauã Prates,Cruzeiro,BRA,DF,DF,16,0.7,zagueiro_classico
3280,Lucca Prior,Fortaleza,BRA,FW,FW,21,1.2,segundo_atacante
3281,Erick Pulga,Bahia,BRA,"FW,MF",FW,24,11.4,ponta_dribllador
3282,Erick Pulgar,Flamengo,CHI,MF,MF,31,7.2,volante_defensivo
3283,Du Queiroz,Sport Recife,BRA,MF,MF,25,6.8,volante_defensivo
3284,Igor Rabello,Atlético Mineiro,BRA,"DF,FW",DF,30,1.1,zagueiro_classico
3285,Zé Rafael,Santos,BRA,MF,MF,32,5.2,volante_defensivo
3286,André Ramalho,Corinthians,BRA,DF,DF,33,10.0,zagueiro_classico
3287,Eric Ramires,RB Bragantino,BRA,MF,MF,24,9.5,volante_defensivo
3288,Ramon,Internacional,BRA,DF,DF,24,3.7,zagueiro_classico
3289,Lucas Ramon,Mirassol,BRA,DF,DF,31,11.0,lateral_ofensivo
3290,Santi Ramos Mingo,Bahia,ARG,DF,DF,23,14.0,zagueiro_construtor
3291,Rafael Ramos,Ceará,POR,DF,DF,30,2.9,zagueiro_classico
3292,Raniele,Corinthians,BRA,MF,MF,28,9.3,volante_defensivo
3293,Wellington Rato,Vitória,BRA,"FW,MF",FW,33,2.4,centroavante_goleador
3294,Pedro Raul,Ceará,BRA,FW,FW,28,11.1,centroavante_goleador
3295,Raykkonen,Internacional,BRA,FW,FW,17,0.3,centroavante_goleador
3296,Reginaldo,Juventude,BRA,DF,DF,32,2.2,zagueiro_classico
3297,Reinaldo,Mirassol,BRA,DF,DF,35,12.1,lateral_ofensivo
3298,Cristian Renato,Mirassol,BRA,FW,FW,25,5.6,centroavante_goleador
3299,Renê,Fluminense,BRA,DF,DF,32,8.1,zagueiro_construtor
3300,Rezende,Bahia,BRA,MF,MF,30,1.0,volante_defensivo
3301,Murilo Rhikman,Cruzeiro,BRA,MF,MF,19,0.0,volante_defensivo
3302,Everton Ribeiro,Bahia,BRA,MF,MF,36,8.7,box_to_box
3303,Ricardo,Vitória,BRA,MF,MF,31,7.2,volante_defensivo
3304,João Ricardo Riedi,Fortaleza,BRA,GK,GK,36,12.0,goleiro_reserva
3305,Richardson,Ceará,BRA,MF,MF,33,0.0,volante_defensivo
3306,Charles Rigon Matos,Corinthians,BRA,"MF,DF",MF,29,1.0,volante_defensivo
3307,Tomás Rincón,Santos,VEN,MF,MF,37,6.2,volante_defensivo
3308,Richard Ríos,Palmeiras,COL,MF,MF,25,8.1,volante_defensivo
3309,Riquelme,Fluminense,BRA,"FW,MF",FW,18,0.4,centroavante_goleador
3310,Christian Rivera,Sport Recife,COL,MF,MF,29,8.3,volante_defensivo
3311,Sergio Rochet,Internacional,URU,GK,GK,32,1.5,goleiro_reserva
3312,Rodrigo,São Paulo,BRA,"FW,MF",FW,21,0.9,centroavante_goleador
3313,Ruben Rodrigues,Vitória,POR,MF,MF,28,0.1,volante_defensivo
3314,Guzmán Rodríguez,RB Bragantino,URU,DF,DF,25,13.0,zagueiro_classico
3315,Luciano Rodríguez,Bahia,URU,FW,FW,22,6.4,centroavante_goleador
3316,Santiago Rodríguez,Botafogo (RJ),URU,"FW,MF",FW,25,2.1,centroavante_goleador
3317,Rodriguinho,Cruzeiro,BRA,FW,FW,22,0.2,centroavante_goleador
3318,Agustín Rogel,Internacional,URU,DF,DF,27,5.0,zagueiro_classico
3319,Benjamín Rollheiser,Santos,ARG,"MF,FW",MF,25,10.9,volante_defensivo
3320,Iván Román,Atlético Mineiro,CHI,DF,DF,19,1.0,zagueiro_classico
3321,Romarinho,Sport Recife,BRA,"MF,FW",MF,31,1.0,meia_criativo
3322,Ángel Romero,Corinthians,PAR,"FW,MF",FW,33,8.7,ponta_dribllador
3323,Lucas Romero,Cruzeiro,ARG,MF,MF,31,12.4,volante_defensivo
3324,Óscar Romero,Internacional,PAR,MF,MF,33,2.9,meia_criativo
3325,Romulo,Ceará,BRA,"MF,FW",MF,23,1.5,meia_criativo
3326,Rômulo,Atlético Mineiro,BRA,DF,DF,21,1.7,zagueiro_classico
3327,Ronald,Vitória,BRA,MF,MF,28,9.3,volante_defensivo
3328,Ronald,Grêmio,BRA,"DF,MF",DF,22,1.6,zagueiro_classico
3329,Ronaldo,Bahia,BRA,GK,GK,28,3.2,goleiro_reserva
3330,Ronaldo,Internacional,BRA,MF,MF,28,7.6,volante_defensivo
3331,Budiga Roni,Mirassol,BRA,MF,MF,26,0.9,volante_defensivo
3332,Rony,Atlético Mineiro,BRA,FW,FW,30,11.2,centroavante_goleador
3333,Vitor Roque,Palmeiras,BRA,FW,FW,20,6.3,centroavante_goleador
3334,Diego Rosa,Internacional,BRA,"MF,DF",MF,22,1.9,volante_defensivo
3335,Matheus Rossetto,Fortaleza,BRA,MF,MF,29,5.6,volante_defensivo
3336,Agustín Rossi,Flamengo,ARG,GK,GK,29,13.0,goleiro_reserva
3337,Ruan,São Paulo,BRA,DF,DF,26,4.0,zagueiro_classico
3338,Rubens,Atlético Mineiro,BRA,"MF,DF",MF,24,11.5,volante_defensivo
3339,Alan Ruschel,Juventude,BRA,DF,DF,35,7.6,zagueiro_classico
3340,Rwan,Botafogo (RJ),BRA,FW,FW,24,1.9,segundo_atacante
3341,José Sabino,São Paulo,BRA,DF,DF,28,5.8,zagueiro_classico
3342,Rodrigo Sam,Juventude,BRA,DF,DF,29,4.0,zagueiro_classico
3343,Alex Sandro,Flamengo,BRA,DF,DF,34,8.4,zagueiro_construtor
3344,Agustín Sant'Anna,RB Bragantino,URU,DF,DF,27,2.5,zagueiro_classico
3345,Alex Santana,Corinthians,BRA,MF,MF,30,1.2,volante_defensivo
3346,Alex Santana,Grêmio,BRA,MF,MF,30,1.6,volante_defensivo
3347,Ademir Santos,Bahia,BRA,FW,FW,30,7.8,ponta_dribllador
3348,Eduardo Santos,RB Bragantino,BRA,"DF,FW",DF,27,2.0,zagueiro_classico
3349,Júnior Santos,Atlético Mineiro,BRA,"FW,MF",FW,30,1.8,centroavante_goleador
3350,Rodrigo Santos,Fortaleza,BRA,FW,FW,24,0.1,centroavante_goleador
3351,Renzo Saravia,Atlético Mineiro,ARG,DF,DF,32,1.5,zagueiro_classico
3352,Eduardo Sasha,RB Bragantino,BRA,"FW,MF",FW,33,11.3,centroavante_goleador
3353,Lucas Sasha,Fortaleza,BRA,MF,MF,35,9.0,volante_defensivo
3354,Jefferson Savarino,Botafogo (RJ),VEN,"MF,FW",MF,28,8.0,meia_criativo
3355,Gustavo Scarpa,Atlético Mineiro,BRA,"MF,FW",MF,31,11.1,box_to_box
3356,João Schmidt,Santos,BRA,MF,MF,32,6.9,volante_defensivo
3357,Cleiton Schwengber,RB Bragantino,BRA,GK,GK,27,12.0,goleiro_joia
3358,Kevin Serna,Fluminense,COL,FW,FW,27,4.5,centroavante_goleador
3359,Igor Serrote,Grêmio,BRA,DF,DF,20,4.7,zagueiro_classico
3360,Juan Sforza,Vasco da Gama,ARG,MF,MF,23,0.8,volante_defensivo
3361,Aderlan Silva,Santos,BRA,DF,DF,34,1.0,zagueiro_classico
3362,André Silva,São Paulo,BRA,FW,FW,28,11.2,segundo_atacante
3363,Guilherme Silva,Corinthians,BRA,FW,FW,18,1.6,centroavante_goleador
3364,João Silva,Sport Recife,POR,DF,DF,26,8.0,zagueiro_classico
3365,Lucas Silva,Cruzeiro,BRA,MF,MF,32,11.8,volante_defensivo
3366,Matheus Pereira da Silva,Fortaleza,BRA,MF,MF,27,2.0,volante_defensivo
3367,Patrick Silva,Atlético Mineiro,BRA,MF,MF,21,2.5,volante_defensivo
3368,Thiago Silva,Fluminense,BRA,DF,DF,40,8.0,zagueiro_classico
3369,Cédric Soares,São Paulo,POR,"DF,FW",DF,33,10.0,lateral_ofensivo
3370,Everton Soares,Flamengo,BRA,"FW,MF",FW,29,6.0,ponta_dribllador
3371,Tiquinho Soares,Santos,BRA,FW,FW,34,7.6,segundo_atacante
3372,Fernando Sobral,Ceará,BRA,MF,MF,30,9.9,volante_defensivo
3373,Ramón Sosa,Palmeiras,PAR,FW,FW,25,0.2,centroavante_goleador
3374,Yeferson Soteldo,Santos,VEN,"FW,MF",FW,28,3.6,ponta_dribllador
3375,Yeferson Soteldo,Fluminense,VEN,FW,FW,28,0.7,centroavante_goleador
3376,Souza,Santos,BRA,DF,DF,19,4.2,zagueiro_classico
3377,Fabiano Souza,Ceará,BRA,DF,DF,25,11.3,zagueiro_classico
3378,Gabriel Souza,Vasco da Gama,BRA,FW,FW,20,0.1,centroavante_goleador
3379,Hugo Souza,Corinthians,BRA,GK,GK,26,10.0,goleiro_joia
3380,Igor Vinícius de Souza,São Paulo,BRA,DF,DF,28,1.8,zagueiro_classico
3381,Igor Vinícius de Souza,Santos,BRA,DF,DF,28,1.0,zagueiro_classico
3382,Everaldo Stum,Fluminense,BRA,FW,FW,34,5.6,centroavante_goleador
3383,Bruno Tabata,Internacional,BRA,"FW,MF",FW,28,5.0,segundo_atacante
3384,Gabriel Taliari,Juventude,BRA,"FW,MF",FW,28,6.8,segundo_atacante
3385,Gonzalo Tapia,São Paulo,CHI,FW,FW,23,0.1,centroavante_goleador
3386,Tchê Tchê,Vasco da Gama,BRA,MF,MF,32,8.5,volante_defensivo
3387,Alex Teixeira,Vasco da Gama,BRA,"MF,FW",MF,35,1.3,meia_criativo
3388,Alex Telles,Botafogo (RJ),BRA,DF,DF,32,7.8,zagueiro_classico
3389,Thaciano,Santos,BRA,"FW,MF",FW,30,4.0,centroavante_goleador
3390,Thalys,Palmeiras,BRA,FW,FW,20,0.3,centroavante_goleador
3391,Rafael Thyere,Sport Recife,BRA,DF,DF,32,1.0,zagueiro_classico
3392,Tiago,Bahia,BRA,"FW,MF",FW,20,1.2,segundo_atacante
3393,Guilherme Tinga,Fortaleza,BRA,DF,DF,31,5.0,zagueiro_classico
3394,Titi,Fortaleza,BRA,DF,DF,37,3.0,zagueiro_classico
3395,Félix Torres Caicedo,Corinthians,ECU,DF,DF,28,5.6,zagueiro_classico
3396,Facundo Torres,Palmeiras,URU,"MF,FW",MF,25,7.9,meia_criativo
3397,Bruno Tubarão,Ceará,BRA,"FW,MF",FW,30,0.7,centroavante_goleador
3398,Enner Valencia,Internacional,ECU,FW,FW,35,4.9,centroavante_goleador
3399,Vanderlan,Palmeiras,BRA,DF,DF,22,0.5,zagueiro_classico
3400,Guillermo Varela,Flamengo,URU,"DF,MF",DF,32,4.9,lateral_ofensivo
3401,Pablo Vegetti,Vasco da Gama,ARG,FW,FW,36,12.1,centroavante_goleador
3402,Raphael Veiga,Palmeiras,BRA,MF,MF,30,2.6,meia_criativo
3403,Fausto Vera,Atlético Mineiro,ARG,MF,MF,25,4.9,meia_criativo
3404,Gabriel Veron,Santos,BRA,"FW,MF",FW,22,1.4,segundo_atacante
3405,João Victor,Mirassol,BRA,DF,DF,27,13.0,zagueiro_classico
3406,João Victor,Ceará,BRA,FW,FW,21,0.1,centroavante_goleador
3407,João Victor,Vasco da Gama,BRA,DF,DF,27,13.9,zagueiro_classico
3408,Viery,Grêmio,BRA,DF,DF,20,0.3,zagueiro_classico
3409,Lucas Villalba,Cruzeiro,ARG,DF,DF,30,10.8,zagueiro_classico
3410,Mathías Villasanti,Grêmio,PAR,MF,MF,28,10.7,volante_defensivo
3411,Matías Viña,Flamengo,URU,DF,DF,27,0.1,zagueiro_classico
3412,Vitão,Internacional,BRA,DF,DF,25,11.0,zagueiro_classico
3413,Vitinho,Internacional,BRA,FW,FW,26,4.2,centroavante_goleador
3414,Vitinho,Botafogo (RJ),BRA,DF,DF,25,11.8,lateral_ofensivo
3415,Rayan Vitor,Vasco da Gama,BRA,FW,FW,18,10.7,ponta_dribllador
3416,Tiago Volpi,Grêmio,BRA,GK,GK,34,14.0,goleiro_reserva
3417,Wagner,Grêmio,BRA,DF,DF,25,13.3,zagueiro_classico
3418,Walace,Cruzeiro,BRA,MF,MF,30,1.2,volante_defensivo
3419,Wallace,Flamengo,BRA,"MF,FW",MF,20,0.6,meia_criativo
3420,Walter,Mirassol,BRA,GK,GK,37,7.0,goleiro_reserva
3421,Wanderson,Cruzeiro,BRA,FW,FW,30,11.3,ponta_dribllador
3422,Deivid Washington,Santos,BRA,FW,FW,20,4.5,centroavante_goleador
3423,José Welison,Fortaleza,BRA,MF,MF,30,4.7,volante_defensivo
3424,Wendell,São Paulo,BRA,DF,DF,32,5.6,lateral_ofensivo
3425,Wesley,Flamengo,BRA,DF,DF,21,9.9,lateral_ofensivo
3426,Wesley,Internacional,BRA,"FW,MF",FW,26,9.3,ponta_dribllador
3427,Wéverton,Palmeiras,BRA,GK,GK,37,12.0,goleiro_reserva
3428,William,Cruzeiro,BRA,DF,DF,30,6.4,lateral_ofensivo
3429,Willian,Vitória,BRA,MF,MF,32,3.8,volante_defensivo
3430,Estêvão Willian,Palmeiras,BRA,"MF,FW",MF,18,9.2,box_to_box
3431,Mateus Xavier,Santos,BRA,"FW,MF",FW,18,0.4,centroavante_goleador
3432,Samuel Xavier,Fluminense,BRA,DF,DF,35,9.2,zagueiro_construtor
3433,Yago,Mirassol,BRA,MF,MF,30,4.7,volante_defensivo
3434,Yago,Internacional,BRA,MF,MF,18,0.8,volante_defensivo
3435,Lukas Zuccarello,Vasco da Gama,BRA,FW,FW,18,0.3,segundo_atacante
3436,Rodrigo Abascal,Boavista,URU,DF,DF,30,28.9,zagueiro_classico
3437,Nelson Abbey,Rio Ave,ENG,DF,DF,20,7.1,zagueiro_classico
3438,Bilal Abdelrahman Zeeni,Estrela,EGY,MF,MF,21,0.1,meia_criativo
3439,Giorgi Aburjania,AVS Futebol,GEO,MF,MF,29,3.4,meia_criativo
3440,Adriano,Santa Clara,BRA,MF,MF,24,29.2,volante_defensivo
3441,Lucas Áfrico,Farense,BRA,DF,DF,29,19.5,zagueiro_classico
3442,Salvador Agra,Boavista,POR,"MF,DF",MF,32,30.3,volante_defensivo
3443,Brandon Aguilera,Rio Ave,CRC,"MF,FW",MF,21,15.3,box_to_box
3444,Jorge Aguirre,Gil Vicente FC,CUB,FW,FW,24,15.0,segundo_atacante
3445,Babatunde Akinsola,AVS Futebol,NGA,"MF,FW",MF,21,13.0,box_to_box
3446,Kerem Aktürkoğlu,Benfica,TUR,"FW,MF",FW,25,22.3,ponta_dribllador
3447,Léo Alaba,AVS Futebol,BRA,DF,DF,25,3.7,zagueiro_classico
3448,Alan,Moreirense,BRA,MF,MF,24,27.9,box_to_box
3449,Gonçalo Almeida,Boavista,POR,"DF,MF",DF,21,9.0,zagueiro_classico
3450,Pedro Álvaro,Estoril,POR,DF,DF,24,29.1,zagueiro_classico
3451,Pedro Amaral,Estoril,POR,"DF,MF",DF,26,26.6,lateral_ofensivo
3452,Zeki Amdouni,Benfica,SUI,"MF,FW",MF,23,9.5,meia_criativo
3453,Artur Jorge Marques Amorim,Farense,POR,DF,DF,29,14.2,zagueiro_classico
3454,Andrew,Gil Vicente FC,BRA,GK,GK,23,33.0,goleiro_joia
3455,Jeremy Antonisse,Moreirense,CUW,"FW,MF",FW,22,9.3,ponta_dribllador
3456,Arvin Appiah,Nacional,ENG,"DF,FW",DF,23,15.4,zagueiro_construtor
3457,Óscar Aranda,Famalicão,ESP,FW,FW,22,28.9,ponta_dribllador
3458,Brian Araújo,Gil Vicente FC,FRA,GK,GK,24,1.0,goleiro_reserva
3459,Henrique Araújo,Arouca,POR,FW,FW,22,12.3,centroavante_goleador
3460,Maximiliano Araújo,Sporting CP,URU,"DF,MF",DF,24,19.7,lateral_ofensivo
3461,Tomás Araújo,Benfica,POR,DF,DF,22,25.7,zagueiro_construtor
3462,Telmo Arcanjo,Vitória,CPV,FW,FW,23,14.7,ponta_dribllador
