rk,player,squad,status,page_title,description,image_url,file
2201,Aitor Ruibal,Betis,no_photo,Aitor Ruibal,Spanish footballer (born 1996),,
2202,Abel Ruiz,Girona,ok,Abel Ruiz,Spanish footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Abel_Ruiz_2019_%28cropped%29.jpg/500px-Abel_Ruiz_2019_%28cropped%29.jpg,
2203,Ferrán Ruiz,Girona,no_photo,Ferran Ruiz,Spanish footballer,,
2204,Youssouf Sabaly,Betis,ok,Youssouf Sabaly,Footballer (born 1993),https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Youssouf_Sabaly_2018.jpg/500px-Youssouf_Sabaly_2018.jpg,
2205,Umar Sadiq,Valencia,ok,Umar Sadiq,Nigerian footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/SD_Negreira_-_Real_Sociedad%2C_Copa_do_Rei_2025-26_06_-_Umar_Sadiq.jpg/500px-SD_Negreira_-_Real_Sociedad%2C_Copa_do_Rei_2025-26_06_-_Umar_Sadiq.jpg,
2206,Umar Sadiq,Real Sociedad,ok,Umar Sadiq,Nigerian footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/SD_Negreira_-_Real_Sociedad%2C_Copa_do_Rei_2025-26_06_-_Umar_Sadiq.jpg/500px-SD_Negreira_-_Real_Sociedad%2C_Copa_do_Rei_2025-26_06_-_Umar_Sadiq.jpg,
2207,Jorge Sáenz,Leganés,ok,Jorge Sáenz,Spanish footballer,https://upload.wikimedia.org/wikipedia/commons/2/27/Jorge_S%C3%A1enz.jpg,
2208,Jan Salas,Mallorca,no_photo,Jan Salas,Spanish footballer,,
2209,Kike Salas,Sevilla,no_photo,Kike Salas,Spanish footballer (born 2002),,
2210,Albert Sambi Lokonga,Sevilla,ok,Albert Sambi Lokonga,Belgian footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Albert_Sambi_Lokonga_Arsenal_v_Everton_-_52222904853_%28cropped%29.jpg/500px-Albert_Sambi_Lokonga_Arsenal_v_Everton_-_52222904853_%28cropped%29.jpg,
2211,Chuky san jose,Valladolid,no_photo,Takeshi's Castle,Japanese television game show,,
2212,Oihan Sancet,Athletic Club,ok,Oihan Sancet,Spanish footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/ATHLETIC_-_OSASUNA_%282%29.jpg/500px-ATHLETIC_-_OSASUNA_%282%29.jpg,
2213,Antonio Sánchez,Mallorca,no_photo,"Antonio Sánchez (footballer, born 1997)",Spanish footballer,,
2214,Iván Sánchez,Valladolid,ok,Iván Sánchez (footballer),Spanish footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Iv%C3%A1n_S%C3%A1nchez_August_2021.jpg/500px-Iv%C3%A1n_S%C3%A1nchez_August_2021.jpg,
2215,Javi Sánchez,Valladolid,no_photo,Javi Sánchez (footballer),Spanish footballer,,
2216,Juanlu Sánchez,Sevilla,ok,Juanlu Sánchez,Spanish footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/9/93/Juanlu_S%C3%A1nchez_October_2019.jpg,
2217,Manu Sánchez,Alavés,no_photo,"Manu Sánchez (footballer, born 2000)",Spanish footballer,,
2218,Maroan Sannadi,Athletic Club,ok,Maroan Sannadi,Moroccan footballer (born 2001),https://upload.wikimedia.org/wikipedia/commons/a/a6/Maroan_Sannadi_%28cropped%29.jpg,
2219,Jesús Santiago,Getafe,no_photo,Yellu Santiago,Spanish footballer,,
2220,Aleksandar Sedlar,Alavés,ok,Aleksandar Sedlar,Serbian footballer (born 1991),https://upload.wikimedia.org/wikipedia/commons/4/49/Aleksandar_Sedlar_2023.jpg,
2221,Sergi,Leganés,ok,Sergi Roberto,Spanish footballer (born 1992),https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Sergi_Roberto_2019_03_17_1.jpg/500px-Sergi_Roberto_2019_03_17_1.jpg,
2222,Nicolás Serrano,Athletic Club,ok,Nico Serrano,Spanish footballer,https://upload.wikimedia.org/wikipedia/commons/6/6c/Esapana-inglaterra-22_%2848899953721%29_%28cropped%29.jpg,
2223,Fábio Silva,Las Palmas,ok,"Fábio Silva (footballer, born 2002)",Portuguese footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Fabio_Silva_%28cropped%29.jpg/500px-Fabio_Silva_%28cropped%29.jpg,
2224,Rui Silva,Betis,ok,"Rui Silva (footballer, born 1994)",Portuguese footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Rui_Silva_USMNT_v_Portugal_Mar_31_2026-14_%28cropped%29.jpg/500px-Rui_Silva_USMNT_v_Portugal_Mar_31_2026-14_%28cropped%29.jpg,
2225,Giuliano Simeone,Atlético Madrid,ok,Giuliano Simeone,Argentine footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Giuliano_Simeone%2C_FC_Salzburg_vs._Atletico_Madrid_%282025-01-29_UEFA_Championsleague%29_53_%28cropped%29.jpg/500px-Giuliano_Simeone%2C_FC_Salzburg_vs._Atletico_Madrid_%282025-01-29_UEFA_Championsleague%29_53_%28cropped%29.jpg,
2226,Unai Simón,Athletic Club,ok,Unai Simón,Spanish footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Unai_Sim%C3%B3n_2025_%28cropped%29.jpg/500px-Unai_Sim%C3%B3n_2025_%28cropped%29.jpg,
2227,Daley Sinkgraven,Las Palmas,ok,Daley Sinkgraven,Dutch footballer (born 1995),https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Daley_Sinkgraven%2C_2022-07-31%2C_Saisoner%C3%B6ffnung_Bayer_04%2C_Leverkusen_%281%29.jpg/500px-Daley_Sinkgraven%2C_2022-07-31%2C_Saisoner%C3%B6ffnung_Bayer_04%2C_Leverkusen_%281%29.jpg,
2228,Jailson Siqueira,Celta Vigo,ok,"Jailson (footballer, born 1995)",Brazilian footballer,https://upload.wikimedia.org/wikipedia/commons/6/66/Jailson-palmeiras-mundial-2021.jpg,
2229,Antonio Sivera,Alavés,no_photo,Antonio Sivera,Spanish footballer (born 1996),,
2230,Justin Smith,Espanyol,no_photo,Justin Smith (soccer),Soccer player (born 2003),,
2231,Alex Sola,Getafe,no_photo,Álex Sola,Spanish footballer (born 1999),,
2232,Arnau Solà,Villarreal,no_photo,Arnau Solà,Spanish footballer (born 2003),,
2233,Jhon Solis,Girona,no_photo,"Jhon Solís (footballer, born 2004)",Colombian footballer (born 2004),,
2234,David Soria,Getafe,ok,David Soria,Spanish footballer,https://upload.wikimedia.org/wikipedia/commons/9/9e/05-05-2016_-_Sevilla_FC_-_FC_Shakhtar_Donetsk_-_3-1_%2826235556264%29_%28cropped%29.jpg,
2235,Juan Soriano,Leganés,no_photo,Juan Soriano (footballer),Spanish footballer (born 1997),,
2236,Hugo Sotelo,Celta Vigo,ok,Hugo Sotelo,Spanish footballer,https://upload.wikimedia.org/wikipedia/commons/5/58/Hugo_Sotelo_%28cropped%29.png,
2237,Djibril Sow,Sevilla,ok,Djibril Sow,Swiss footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/DjibrilSow_%28cropped%29.jpg/500px-DjibrilSow_%28cropped%29.jpg,
2238,Carl Starfelt,Celta Vigo,ok,Carl Starfelt,Swedish footballer (born 1995),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Carl_Starfelt_2020.jpg/500px-Carl_Starfelt_2020.jpg,
2239,Orri Steinn Óskarsson,Real Sociedad,no_photo,Orri Óskarsson,Icelandic footballer (born 2004),,
2240,Stoichkov,Alavés,ok,Hristo Stoichkov,Bulgarian footballer (born 1966),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Stoichkov_in_2016.jpg/500px-Stoichkov_in_2016.jpg,
2241,Cristhian Stuani,Girona,ok,Cristhian Stuani,Uruguayan footballer (born 1986),https://upload.wikimedia.org/wikipedia/commons/8/83/URU-POR_%2814%29_%28cropped%29.jpg,
2242,Álex Suárez,Las Palmas,no_photo,"Álex Suárez (footballer, born 1993)",Spanish footballer,,
2243,Denis Suárez,Villarreal,ok,Denis Suárez,Spanish footballer (born 1994),https://upload.wikimedia.org/wikipedia/commons/8/88/RS_-_VCF_DSC02215_%2823527281519%29_%28cropped%29.jpg,
2244,Luka Sučić,Real Sociedad,ok,Luka Sučić,Croatian footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/SD_Negreira_-_Real_Sociedad%2C_Copa_do_Rei_2025-26_05_-_Luka_Sucic.jpg/500px-SD_Negreira_-_Real_Sociedad%2C_Copa_do_Rei_2025-26_05_-_Luka_Sucic.jpg,
2245,Suso,Sevilla,ok,Suso (footballer),Spanish footballer (born 1993),https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Suso_%2831931880485%29.jpg/500px-Suso_%2831931880485%29.jpg,
2246,Williot Swedberg,Celta Vigo,ok,Williot Swedberg,Swedish footballer (born 2004),https://upload.wikimedia.org/wikipedia/commons/b/bf/Cropped%2C_Williot_Swedberg%2C_Hammarby_IF_-_Brage_2021-02-07_30.jpg,
2247,Mamadou Sylla,Valladolid,ok,"Mamadou Sylla (footballer, born 1994)",Senegalese footballer,https://upload.wikimedia.org/wikipedia/commons/d/d6/Mamadou_Sylla_2023.jpg,
2248,Wojciech Szczęsny,Barcelona,ok,Wojciech Szczęsny,Polish footballer (born 1990),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Wojciech_Szcz%C4%99sny.png/500px-Wojciech_Szcz%C4%99sny.png,
2249,Alexander Sørloth,Atlético Madrid,ok,Alexander Sørloth,Norwegian footballer (born 1995),https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Alexander_Sorloth_Morocco_v_Norway_7_June_2026-58_%28cropped%29.jpg/500px-Alexander_Sorloth_Morocco_v_Norway_7_June_2026-58_%28cropped%29.jpg,
2250,Renato Tapia,Leganés,ok,Renato Tapia,Peruvian footballer (born 1995),https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Renato_Tapia_ECUADOR_VS_PERU_-_RUSIA_2018_%2837051721495%29_%28cropped%29.jpg/500px-Renato_Tapia_ECUADOR_VS_PERU_-_RUSIA_2018_%2837051721495%29_%28cropped%29.jpg,
2251,César Tárrega,Valencia,no_photo,César Tárrega,Spanish footballer (born 2002),,
2252,Aurélien Tchouaméni,Real Madrid,ok,Aurélien Tchouaméni,French footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Aurelien_Tchouameni_France_v_Senegal_16_June_2026-447_%28cropped%29.jpg/500px-Aurelien_Tchouameni_France_v_Senegal_16_June_2026-447_%28cropped%29.jpg,
2253,Álvaro Tejero,Espanyol,ok,Álvaro Tejero,Spanish footballer (born 1996),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Alvaro_Tejero_2016.png/500px-Alvaro_Tejero_2016.png,
2254,Martín Tejón,Valencia,no_photo,Martín Tejón,Spanish footballer (born 2004),,
2255,Nahuel Tenaglia,Alavés,no_photo,Nahuel Tenaglia,Argentine footballer,,
2256,Marc-André ter Stegen,Barcelona,ok,Marc-André ter Stegen,German footballer (born 1992),https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Marc-Andre_Ter_Stegen_ACCI_FCBARCELONA_Turisme_Catalunya_gira_pretemporada_CATPRESS.jpg/500px-Marc-Andre_Ter_Stegen_ACCI_FCBARCELONA_Turisme_Catalunya_gira_pretemporada_CATPRESS.jpg,
2257,Ramón Terrats,Villarreal,no_photo,Ramon Terrats,Spanish footballer (born 2000),,
2258,Ramón Terrats,Getafe,no_photo,Ramon Terrats,Spanish footballer (born 2000),,
2259,Raúl de Tomás,Rayo Vallecano,ok,Raúl de Tomás,Spanish footballer (born 1994),https://upload.wikimedia.org/wikipedia/commons/9/95/Real_Valladolid_-_Rayo_Vallecano_2019-01-05_20_%28cropped%29_RDT.jpg,
2260,Pablo Torre,Barcelona,ok,Pablo Torre (footballer),Spanish footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/a/a5/Pablo_Torre_2026.png,
2261,David Torres,Valladolid,no_photo,"David Torres (footballer, born 2003)",Spanish footballer,,
2262,Ferrán Torres,Barcelona,ok,Ferran Torres,Spanish footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Ferran_Torres_Garc%C3%ADa.png/500px-Ferran_Torres_Garc%C3%ADa.png,
2263,Lucas Torró,Osasuna,no_photo,Lucas Torró,Spanish footballer,,
2264,Hamari Traoré,Real Sociedad,ok,Hamari Traoré,Malian footballer (born 1992),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Stade_rennais_vs_SM_Caen%2C_July_22nd_2017_-_Traor%C3%A9_%281%29.jpg/500px-Stade_rennais_vs_SM_Caen%2C_July_22nd_2017_-_Traor%C3%A9_%281%29.jpg,
2265,Óscar Trejo,Rayo Vallecano,ok,Óscar Trejo,Argentine footballer (born 1988),https://upload.wikimedia.org/wikipedia/commons/f/f0/Real_Valladolid_-_Rayo_Vallecano_2019-01-05_9_%28cropped%29_Trejo.jpg,
2266,Viktor Tsyhankov,Girona,ok,Viktor Tsyhankov,Ukrainian footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/8/8f/%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%A6%D1%8B%D0%B3%D0%B0%D0%BD%D0%BA%D0%BE%D0%B2._6_%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8F_2016_%D0%B3%D0%BE%D0%B4%D0%B0_%E2%80%94_708155_%28cropped%29.jpg,
2267,Beñat Turrientes,Real Sociedad,ok,Beñat Turrientes,Spanish footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/SD_Negreira_-_Real_Sociedad%2C_Copa_do_Rei_2025-26_12_%28Turrientes%29.jpg/500px-SD_Negreira_-_Real_Sociedad%2C_Copa_do_Rei_2025-26_12_%28Turrientes%29.jpg,
2268,Christantus Uche,Getafe,no_photo,Christantus Uche,Nigerian footballer,,
2269,Naci Ünüvar,Espanyol,ok,Naci Ünüvar,Turkish footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Naci_%C3%9Cn%C3%BCvar_%28cropped%29.jpg/500px-Naci_%C3%9Cn%C3%BCvar_%28cropped%29.jpg,
2270,Óscar Valentín,Rayo Vallecano,ok,Óscar Valentín,Spanish footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/OscarValentinCalentamientoConference.png/500px-OscarValentinCalentamientoConference.png,
2271,Germán Valera,Valencia,no_photo,Germán Valera,Spanish footballer (born 2002),,
2272,Martin Valjent,Mallorca,no_photo,Martin Valjent,Slovak footballer,,
2273,Jesús Vallejo,Real Madrid,ok,Jesús Vallejo,Spanish footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/%28Vallejo%29_Ofrenda_de_la_Liga_y_la_Champions-11-L.Mill%C3%A1n_%2852109312343%29_%28cropped%29.jpg/500px-%28Vallejo%29_Ofrenda_de_la_Liga_y_la_Champions-11-L.Mill%C3%A1n_%2852109312343%29_%28cropped%29.jpg,
2274,Federico Valverde,Real Madrid,ok,Federico Valverde,Uruguayan footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Federico_Valverde_2021_%28cropped%29.jpg/500px-Federico_Valverde_2021_%28cropped%29.jpg,
2275,Siebe Van Der Heyden,Mallorca,ok,Siebe Van der Heyden,Belgian footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/2025-04-23_-_FC_St_Pauli_-_Siebe_van_der_Heyden.jpg/500px-2025-04-23_-_FC_St_Pauli_-_Siebe_van_der_Heyden.jpg,
2276,Ruben Vargas,Sevilla,ok,Rubén Vargas,Swiss footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Ruben_Vargas_SFV_2019.jpg/500px-Ruben_Vargas_SFV_2019.jpg,
2277,José Luis García Vayá,Valencia,no_photo,Pepelu,Spanish footballer (born 1998),,
2278,Jesus Vazquez,Valencia,ok,"Jesús Vázquez (footballer, born 2003)",Spanish footballer,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/JES%C3%9AS_V%C3%81ZQUEZ_2021.jpg/500px-JES%C3%9AS_V%C3%81ZQUEZ_2021.jpg,
2279,Lucas Vázquez,Real Madrid,ok,Lucas Vázquez,Spanish footballer (born 1991),https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Lucas-V%C3%A1zquez-2025-2.jpg/500px-Lucas-V%C3%A1zquez-2025-2.jpg,
2280,Alejo Véliz,Espanyol,ok,Alejo Véliz (footballer),Argentine footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Alejo_Veliz_%28cropped%29.jpg/500px-Alejo_Veliz_%28cropped%29.jpg,
2281,Mikel Vesga,Athletic Club,ok,Mikel Vesga,Spanish footballer,https://upload.wikimedia.org/wikipedia/commons/0/0e/Real_Valladolid_-_CD_Legan%C3%A9s_2018-12-01_%2813%29_%28cropped%29.jpg,
2282,Carlos Vicente,Alavés,ok,Carlos Vicente (footballer),Spanish footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Pontevedra_CF_-_Racing_de_Ferrol_62_-_Carlos_Vicente.jpg/500px-Pontevedra_CF_-_Racing_de_Ferrol_62_-_Carlos_Vicente.jpg,
2283,Pau Victor,Barcelona,no_photo,Pau Víctor,Spanish footballer (born 2001),,
2284,Nacho Vidal,Osasuna,ok,Nacho Vidal (footballer),Spanish footballer (born 1995),https://upload.wikimedia.org/wikipedia/commons/f/f2/CSC_0149_%2829636216028%29_Nacho_%28cropped%29.jpg,
2285,Fran Vieites,Betis,ok,Fran Vieites,Spanish footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Partido_Galicia_-_Panam%C3%A1_en_Bala%C3%ADdos_14_%28cropped%29.jpg/500px-Partido_Galicia_-_Panam%C3%A1_en_Bala%C3%ADdos_14_%28cropped%29.jpg,
2286,Sergio Viera,Las Palmas,no_photo,Sergio Viera,Spanish footballer,,
2287,Asier Villalibre,Alavés,ok,Asier Villalibre,Spanish footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Asier_Villalibre_%28cropped%29.jpg/500px-Asier_Villalibre_%28cropped%29.jpg,
2288,Iván Villar,Celta Vigo,ok,Iván Villar,Spanish footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Partido_Galicia_-_Panam%C3%A1_en_Bala%C3%ADdos_21_%28cropped%29.jpg/500px-Partido_Galicia_-_Panam%C3%A1_en_Bala%C3%ADdos_21_%28cropped%29.jpg,
2289,Viti,Las Palmas,no_photo,Viti (footballer),Spanish footballer,,
2290,Daniel Vivian,Athletic Club,no_photo,Daniel Vivian,Spanish footballer (born 1999),,
2291,Krapyvtsov Vladyslav,Girona,no_photo,Vladyslav Krapyvtsov,Ukrainian footballer (born 2005),,
2292,Iñaki Williams,Athletic Club,ok,Iñaki Williams,Footballer (born 1994),https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/I%C3%B1aki_Williams.png/500px-I%C3%B1aki_Williams.png,
2293,Nico Williams,Athletic Club,ok,Nico Williams,Spanish footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/ATHLETIC-OSASUNA_SEMIFINAL._MAIDER_GOIKOETXEA_%28168%29_%28cropped%29.jpg/500px-ATHLETIC-OSASUNA_SEMIFINAL._MAIDER_GOIKOETXEA_%28168%29_%28cropped%29.jpg,
2294,Axel Witsel,Atlético Madrid,ok,Axel Witsel,Belgian footballer (born 1989),https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Axel_Witsel_USMNT_v_Belgium_Mar_28_2026-34_%28cropped%29.jpg/500px-Axel_Witsel_USMNT_v_Belgium_Mar_28_2026-34_%28cropped%29.jpg,
2295,Lamine Yamal,Barcelona,ok,Lamine Yamal,Spanish footballer (born 2007),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Lamine_Yamal_a_Xina_%282025%29.png/500px-Lamine_Yamal_a_Xina_%282025%29.png,
2296,Daniel Yáñez,Real Madrid,no_photo,Daniel Yáñez,Spanish footballer (born 2007),,
2297,Bertuğ Yıldırım,Getafe,ok,Bertuğ Yıldırım,Turkish footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Bertu%C4%9F_Y%C4%B1ld%C4%B1r%C4%B1m_2_20220810_3_%28cropped%29.jpg/500px-Bertu%C4%9F_Y%C4%B1ld%C4%B1r%C4%B1m_2_20220810_3_%28cropped%29.jpg,
2298,Arsen Zakharyan,Real Sociedad,ok,Arsen Zakharyan,Russian footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Arsen_Zakharyan_2021_v_Zenit.jpg/500px-Arsen_Zakharyan_2021_v_Zenit.jpg,
2299,Bryan Zaragoza,Osasuna,no_photo,Bryan Zaragoza,Spanish footballer (born 2001),,
2300,Martín Zubimendi,Real Sociedad,ok,Martín Zubimendi,Spanish footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Mart%C3%ADn_Zubimendi.jpg/500px-Mart%C3%ADn_Zubimendi.jpg,
2301,Igor Zubeldia,Real Sociedad,ok,Igor Zubeldia,Spanish footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/e/e9/Igor_Zubeldia_2018.jpg,
2302,Keyliane Abdallah,Marseille,ok,Keyliane Abdallah,French footballer (born 2006),https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Abdallah_asse_om_2425.png/500px-Abdallah_asse_om_2425.png,
2303,Yunis Abdelhamid,Saint-Étienne,ok,Yunis Abdelhamid,Footballer (born 1987),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Yunis_Abdelhamid_asse_rcl_2425.jpg/500px-Yunis_Abdelhamid_asse_rcl_2425.jpg,
2304,Himad Abdelli,Angers,ok,Himad Abdelli,Footballer (born 1999),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Abdelli_asse_sco_2425.png/500px-Abdelli_asse_sco_2425.png,
2305,Mohamed Abdelmoneim,Nice,no_photo,Mohamed Abdelmoneim Ankaba,Sudanese footballer,,
2306,Ali Abdi,Nice,ok,Ali Abdi (footballer),Tunisian footballer (born 1993),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Abdi_asse_ogcn_2425.png/500px-Abdi_asse_ogcn_2425.png,
2307,Matthis Abline,Nantes,ok,Matthis Abline,French footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/7/77/Abline_asse_fcn_2425.png,
2308,Abner,Lyon,no_photo,"Abner (footballer, born 2004)",Brazilian footballer (born 2004),,
2309,Zakaria Aboukhlal,Toulouse,ok,Zakaria Aboukhlal,Footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Aboukhlal.jpg/500px-Aboukhlal.jpg,
2310,Akor Adams,Montpellier,ok,Akor Adams,Nigerian footballer (born 2000),https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Akor_Adams_December_2024.png/500px-Akor_Adams_December_2024.png,
2311,Martin Adeline,Reims,no_photo,Martin Adeline,French footballer (born 2003),,
2312,Adryelson,Lyon,ok,Adryelson,Brazilian footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/AdryelsonPe%C3%B1arolxBotafogo2024_%28cropped%29.jpg/500px-AdryelsonPe%C3%B1arolxBotafogo2024_%28cropped%29.jpg,
2313,Emmanuel Agbadou,Reims,ok,Emmanuel Agbadou,Ivorian footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Emmanuel_Agbadou_Cote_D%27Ivoire_v_Ecuador_14_June_2026-52.jpg/500px-Emmanuel_Agbadou_Cote_D%27Ivoire_v_Ecuador_14_June_2026-52.jpg,
2314,Jeremy Agbonifo,Lens,no_photo,Jeremy Agbonifo,Swedish footballer (born 2005),,
2315,Ruben Aguilar,Lens,ok,Ruben Aguilar,French footballer (born 1993),https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Aguilar_rcl_asse_2425.png/500px-Aguilar_rcl_asse_2425.png,
2316,Naouirou Ahamada,Rennes,ok,Naouirou Ahamada,French footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Naouirou_ahamada.jpg/500px-Naouirou_ahamada.jpg,
2317,Jean-Eudes Aholou,Angers,no_photo,Jean-Eudes Aholou,Ivorian footballer (born 1994),,
2318,Ayman Aiki,Saint-Étienne,no_photo,Ayman Aiki,French footballer (born 2005),,
2319,Ludovic Ajorque,Brest,ok,Ludovic Ajorque,French footballer (born 1994),https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Ajorque_asse_sb_2425.png/500px-Ajorque_asse_sb_2425.png,
2320,Ümit Akdag,Toulouse,ok,Ümit Akdağ,Romanian footballer (born 2003),https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Akda%C4%9F_asse_tfc_2425.png/500px-Akda%C4%9F_asse_tfc_2425.png,
2321,Sergio Akieme,Reims,ok,Sergio Akieme,Spanish footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Sergio_Akieme_2015_SBS_Cup.jpg/500px-Sergio_Akieme_2015_SBS_Cup.jpg,
2322,Maghnes Akliouche,Monaco,ok,Maghnes Akliouche,French footballer (born 2002),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Maghnes_Akliouche_France_v_Senegal_16_June_2026-512.jpg/500px-Maghnes_Akliouche_France_v_Senegal_16_June_2026-512.jpg,
2323,Paul Akouokou,Lyon,ok,Paul Akouokou,Ivorian footballer (born 1997),https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Akouokou_asse_ol_2425.png/500px-Akouokou_asse_ol_2425.png,
2324,Clément Akpa,Auxerre,ok,Clément Akpa,Ivorian footballer (born 2001),https://upload.wikimedia.org/wikipedia/commons/6/6d/Akpro_aja_asse_2425.png,
2325,Chuba Akpom,Lille,ok,Chuba Akpom,English footballer (born 1995),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/ChubaAkpom2024.jpg/500px-ChubaAkpom2024.jpg,
2326,Mohamed Ali Cho,Nice,ok,Mohamed-Ali Cho,French footballer (born 2004),https://upload.wikimedia.org/wikipedia/commons/b/bf/Cho_asse_ogcn_2425.png,
2327,Jim Allevinah,Angers,ok,Jim Allevinah,Footballer (born 1995),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Allevinah_asse_sco_2425.png/500px-Allevinah_asse_sco_2425.png,
2328,Thiago Almada,Lyon,ok,Thiago Almada,Argentine footballer (born 2001),https://upload.wikimedia.org/wikipedia/commons/6/68/Almada_asse_ol_2425.png,
2329,Jordan Amavi,Brest,ok,Jordan Amavi,French footballer (born 1994),https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/RC_Lens_-_OGC_Nice_%2810-04-2022%29_29_%28cropped%29.jpg/500px-RC_Lens_-_OGC_Nice_%2810-04-2022%29_29_%28cropped%29.jpg,
2330,Kelvin Amian,Nantes,ok,Kelvin Amian,French footballer (born 1998),https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Amian_asse_fcn_2425.png/500px-Amian_asse_fcn_2425.png,
2331,Michael Amir Murillo,Marseille,ok,Michael Amir Murillo,Panamanian footballer (born 1996),https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Michael_Amir_Murillo_vs_Cincinnati%2C_May_2019.jpg/500px-Michael_Amir_Murillo_vs_Cincinnati%2C_May_2019.jpg,
2332,Samuel Amo-Ameyaw,Strasbourg,no_photo,Sam Amo-Ameyaw,English footballer (born 2006),,
